아이디,국가별,성별,연령별,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1순위,문3-1. 고려한 관광활동_1순위,문3-2. 고려한 관광인프라_1순위,"문10. 1인 1일 지출경비(영향치 결측, 61일 이상 결측, 국제교통비 제외)",문9-3. 총 체재기간_61일 이상 결측,숙박시설_그룹,여행동반자_그룹,방문 지역 수,주요 체재 지역,총 국내 지출경비,총 식비_비율,총 국내 교통비_비율,총 체험/활동비_비율,총 뷰티/의료비_비율,총 여행 서비스비_비율,숙박비_비율,쇼핑비_비율,기타 비용_비율
3042.0,15.0,2.0,5.0,2.0,5,11,2,1,1,1. 호텔,단체형,1,인천,178.25,0.3999999999999999,0.1999999999999999,0.0,0.0,0.0,0.3999999999999999,0.0,0.0
3046.0,13.0,2.0,3.0,1.0,1,4,5,1,5,1. 호텔,가족형,4,서울,1375.0,0.1454545454545454,0.3454545454545454,0.0727272727272727,0.0,0.0,0.2545454545454545,0.1818181818181818,0.0
3050.0,10.0,2.0,2.0,3.0,2,1,3,4,3,3. 콘도미니엄/리조트,단체형,1,서울,1799.87,0.2553184396650869,0.1489385344497102,0.1276592198325434,0.0,0.0,0.0851061465550289,0.2978715129426014,0.0851061465550289
3051.0,10.0,2.0,3.0,1.0,1,3,5,1,3,1. 호텔,단체형,1,서울,278.5,0.1249910233393177,0.0,0.1249910233393177,0.0,0.0,0.2500179533213644,0.5,0.0
3052.0,1.0,1.0,2.0,1.0,5,2,6,5,4,7. 친척 또는 친구 집,혼자형,1,서울,4150.0,0.4819277108433735,0.036144578313253,0.0,0.0,0.0,0.0,0.4819277108433735,0.0
3054.0,6.0,2.0,3.0,2.0,6,3,2,4,2,1. 호텔,혼자형,1,서울,1525.0,0.2,0.0,0.0,0.0,0.0,0.3,0.4,0.1
3055.0,17.0,1.0,3.0,1.0,7,5,2,2,5,7. 친척 또는 친구 집,혼자형,1,경기,2404.91,0.3333347193865882,0.0,0.0,0.0,0.0,0.0,0.1666673596932941,0.4999979209201176
3057.0,13.0,2.0,3.0,1.0,1,2,3,5,2,1. 호텔,직장형,2,서울,2211.0,0.0,0.3636363636363636,0.0,0.0,0.4848484848484848,0.0,0.1515151515151515,0.0
3059.0,1.0,2.0,4.0,4.0,2,10,2,6,1,1. 호텔,친구형,1,서울,10700.64,0.0641027078754168,0.0128207284797918,0.0,0.641025209707083,0.0,0.0256414569595837,0.2564098969781246,0.0
3060.0,17.0,1.0,3.0,1.0,1,2,4,2,6,7. 친척 또는 친구 집,혼자형,1,인천,2885.8900000000003,0.0555565180932052,0.0,0.0833330445720384,0.0,0.0,0.0,0.2777791253304872,0.583331312004269
3061.0,10.0,2.0,4.0,3.0,7,4,6,2,3,1. 호텔,가족형,2,강원,903.77,0.1271230512187835,0.110171835754672,0.0,0.0,0.0,0.3389800502340197,0.4237250627925246,0.0
3063.0,4.0,2.0,5.0,4.0,2,5,5,1,3,1. 호텔,가족형,2,서울,505.0,0.0,0.198019801980198,0.0,0.0,0.1089108910891089,0.495049504950495,0.198019801980198,0.0
3067.0,10.0,2.0,2.0,1.0,1,8,6,3,2,1. 호텔,가족형,1,서울,926.74,0.1652890778427606,0.0743790059779442,0.0,0.0,0.0,0.3305781556855212,0.4132226946069015,0.0165310658868722
3069.0,6.0,1.0,2.0,1.0,3,2,1,3,2,4. 게스트하우스/호스텔,혼자형,1,서울,854.0,0.5357142857142857,0.0,0.0,0.0,0.0,0.2142857142857142,0.25,0.0
3071.0,6.0,1.0,3.0,2.0,5,4,6,2,2,7. 친척 또는 친구 집,친구형,1,서울,686.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
3072.0,10.0,2.0,4.0,1.0,1,4,3,4,3,4. 게스트하우스/호스텔,친구형,2,서울,1991.34,0.1538461538461538,0.1153846153846153,0.0,0.0,0.0,0.1538461538461538,0.5769230769230769,0.0
3074.0,1.0,1.0,3.0,2.0,7,9,6,6,2,1. 호텔,친구형,1,서울,2978.0,0.15,0.05,0.0,0.0,0.0,0.15,0.65,0.0
3075.0,15.0,2.0,2.0,1.0,1,4,5,3,2,1. 호텔,가족형,3,서울,1021.97,0.1162754288286349,0.0697672143017896,0.0,0.0,0.0930262140767341,0.4883705001125278,0.2325606426803135,0.0
3076.0,6.0,2.0,2.0,1.0,7,3,5,2,1,4. 게스트하우스/호스텔,가족형,2,서울,457.5,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.5,0.3333333333333333
3081.0,8.0,1.0,2.0,1.0,1,3,5,4,2,1. 호텔,직장형,1,서울,1842.5,0.0909090909090909,0.0,0.0,0.0,0.5454545454545454,0.0,0.3636363636363636,0.0
3097.0,4.0,2.0,3.0,1.0,7,2,5,2,3,1. 호텔,가족형,1,서울,950.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.3684210526315789,0.3157894736842105,0.0
3098.0,9.0,2.0,2.0,4.0,2,3,3,3,2,1. 호텔,가족형,1,서울,975.2,0.4716981132075471,0.0471698113207547,0.0,0.0,0.0,0.0094339622641509,0.4716981132075471,0.0
3103.0,8.0,2.0,2.0,1.0,1,1,3,6,3,1. 호텔,단체형,2,서울,4289.52,0.0546448087431694,0.0,0.0273224043715847,0.0,0.3715846994535519,0.0,0.5464480874316939,0.0
3107.0,4.0,2.0,2.0,1.0,1,1,3,2,2,1. 호텔,가족형,1,서울,650.0,0.5384615384615384,0.0,0.0,0.0,0.0,0.3076923076923077,0.1538461538461538,0.0
3108.0,8.0,2.0,3.0,3.0,2,3,3,4,3,1. 호텔,가족형,2,서울,2051.0,0.1428571428571428,0.0,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.0
3113.0,4.0,1.0,6.0,3.0,2,6,6,1,2,1. 호텔,가족형,1,서울,465.0,0.3225806451612903,0.053763440860215,0.0,0.0,0.0,0.3763440860215054,0.2150537634408602,0.032258064516129
3114.0,4.0,1.0,2.0,1.0,1,10,6,2,6,1. 호텔,가족형,2,충남,1955.87,0.2068951412926217,0.1034475706463108,0.0,0.0,0.0,0.3448286440305337,0.3448286440305337,0.0
3118.0,10.0,2.0,4.0,2.0,2,6,2,3,3,1. 호텔,친구형,1,서울,1776.9,0.1293094715515786,0.0775901851539197,0.008621756992515,0.0,0.0,0.3448252574708763,0.4310315718385953,0.008621756992515
3121.0,4.0,1.0,3.0,1.0,1,4,6,3,2,1. 호텔,친구형,1,서울,870.0,0.2873563218390804,0.0804597701149425,0.057471264367816,0.0,0.0,0.4597701149425287,0.1149425287356321,0.0
3122.0,4.0,2.0,2.0,1.0,1,4,6,1,5,1. 호텔,가족형,2,서울,825.0,0.1515151515151515,0.0606060606060606,0.0909090909090909,0.0,0.0,0.6060606060606061,0.0909090909090909,0.0
3123.0,4.0,2.0,5.0,1.0,1,1,2,3,4,1. 호텔,가족형,2,서울,2000.0,0.0625,0.65,0.0,0.0,0.0,0.25,0.0375,0.0
3126.0,10.0,1.0,2.0,4.0,2,9,4,1,4,1. 호텔,가족형,3,서울,861.6500000000001,0.2666744037602274,0.0888875993732954,0.0044449602506818,0.0,0.5333255962397725,0.0,0.0888875993732954,0.0177798410027273
3127.0,14.0,2.0,2.0,3.0,2,9,6,2,1,1. 호텔,가족형,1,서울,240.65,0.207396634115936,0.0222314564720548,0.0148348223561188,0.0,0.0,0.2222314564720548,0.4444213588198629,0.0888842717639725
3130.0,13.0,2.0,3.0,1.0,1,1,6,3,3,1. 호텔,단체형,3,서울,1583.22,0.121518171827036,0.0126577481335506,0.0,0.0,0.0253154962671012,0.0810121145513573,0.7594964692209548,0.0
3133.0,13.0,1.0,3.0,1.0,1,1,6,2,2,1. 호텔,가족형,2,서울,606.35,0.2209944751381215,0.0497237569060773,0.011049723756906,0.0,0.0,0.3038674033149171,0.3867403314917127,0.0276243093922651
3136.0,5.0,1.0,3.0,4.0,6,9,6,3,3,1. 호텔,가족형,1,서울,1568.25,0.3252032520325203,0.024390243902439,0.0,0.0,0.0,0.4065040650406504,0.2439024390243902,0.0
3137.0,5.0,2.0,3.0,4.0,6,2,1,5,3,1. 호텔,혼자형,1,서울,2677.5,0.238095238095238,0.0476190476190476,0.0,0.0,0.0,0.238095238095238,0.4761904761904761,0.0
3138.0,5.0,1.0,2.0,4.0,2,2,6,2,4,1. 호텔+3. 콘도미니엄/리조트,혼자형,2,강원,1068.45,0.1193317422434367,0.0143198090692124,0.0,0.0,0.0,0.5966587112171837,0.2386634844868735,0.0310262529832935
3141.0,8.0,2.0,2.0,2.0,2,6,6,2,2,4. 게스트하우스/호스텔,가족형,1,서울,574.2800000000001,0.3061224489795918,0.0816326530612244,0.0,0.0,0.0,0.3265306122448979,0.2857142857142857,0.0
3142.0,8.0,2.0,2.0,1.0,5,4,6,1,5,4. 게스트하우스/호스텔+5. 민박/펜션,가족형,3,서울,1271.16,0.1106391012933069,0.0966282765348185,0.1106391012933069,0.0,0.0,0.6453947575442902,0.0184398502155511,0.0182589131187262
3143.0,8.0,2.0,2.0,1.0,1,3,5,2,4,1. 호텔,가족형,2,서울,876.6600000000001,0.2139027673214245,0.0802135377455341,0.0,0.0,0.2406406132366025,0.1871649214062464,0.2673784591517806,0.0106997011384117
3147.0,16.0,2.0,2.0,2.0,2,5,4,3,5,1. 호텔,가족형,2,서울,3567.17,0.2083332165273872,0.1597232540080792,0.0347222027545645,0.0,0.0,0.4861108385639036,0.1041666082636936,0.0069438798823717
3153.0,2.0,2.0,2.0,4.0,2,2,3,3,2,1. 호텔,혼자형,1,서울,978.9,0.0796812749003984,0.0438247011952191,0.0,0.2390438247011952,0.0,0.2390438247011952,0.398406374501992,0.0
3154.0,2.0,2.0,2.0,3.0,6,9,3,3,1,1. 호텔,친구형,1,서울,600.6,0.1558441558441558,0.0324675324675324,0.0,0.2597402597402597,0.0,0.1298701298701298,0.3896103896103896,0.0324675324675324
3155.0,3.0,2.0,3.0,2.0,4,2,4,5,2,1. 호텔,혼자형,1,서울,2578.05,0.2875816993464052,0.0,0.0,0.0,0.0,0.0522875816993464,0.6535947712418302,0.0065359477124183
3164.0,2.0,2.0,5.0,4.0,6,6,5,2,1,1. 호텔,혼자형,1,서울,522.6,0.2238805970149253,0.0298507462686567,0.0,0.0,0.0,0.2985074626865671,0.4477611940298507,0.0
3167.0,3.0,2.0,2.0,1.0,6,6,1,6,2,1. 호텔,가족형,1,부산,3511.88,0.0614143991252548,0.2495928106882923,0.0460607993439411,0.0,0.2590919963096689,0.0,0.3838399945328428,0.0
3168.0,3.0,1.0,3.0,2.0,4,9,2,2,2,1. 호텔,가족형,1,부산,721.47,0.1111064909143831,0.0,0.0,0.0,0.5555601757522834,0.0,0.3333333333333333,0.0
3169.0,3.0,2.0,3.0,3.0,7,10,2,5,2,1. 호텔,가족형,1,부산,2388.93,0.1128538718170896,0.0,0.0,0.0,0.1677026953489637,0.0,0.7053366988568104,0.0141067339771362
3173.0,2.0,1.0,5.0,4.0,4,2,5,3,2,1. 호텔,가족형,1,부산,741.0,0.5263157894736842,0.0526315789473684,0.0526315789473684,0.0,0.0,0.2105263157894736,0.1578947368421052,0.0
3174.0,3.0,2.0,4.0,3.0,2,5,6,2,2,1. 호텔,가족형,1,제주,589.75,0.0,0.0,0.0,0.0,0.6285714285714286,0.0,0.2857142857142857,0.0857142857142857
3175.0,2.0,2.0,5.0,4.0,7,4,6,2,2,1. 호텔,혼자형,1,부산,553.13,0.362319888633775,0.072460361940231,0.0,0.0,0.0,0.5072406125142371,0.0579791369117567,0.0
3176.0,3.0,2.0,6.0,4.0,4,1,4,3,2,1. 호텔,단체형,1,제주,1011.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
3177.0,7.0,2.0,2.0,2.0,4,5,6,2,1,1. 호텔,친구형,1,부산,370.0,0.4054054054054054,0.054054054054054,0.0,0.0,0.0,0.2702702702702703,0.2702702702702703,0.0
3178.0,3.0,1.0,4.0,3.0,4,9,4,2,2,1. 호텔,가족형,1,제주,589.75,0.1428571428571428,0.0,0.0857142857142857,0.0,0.6285714285714286,0.0,0.0,0.1428571428571428
3182.0,3.0,2.0,3.0,4.0,5,3,3,2,2,1. 호텔,친구형,1,제주,674.0,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0
3184.0,3.0,1.0,3.0,2.0,5,3,6,2,2,1. 호텔,친구형,1,제주,674.0,0.05,0.15,0.0,0.0,0.6,0.0,0.2,0.0
3187.0,3.0,2.0,2.0,1.0,5,1,6,2,2,1. 호텔,친구형,1,제주,842.5,0.28,0.0,0.0,0.0,0.44,0.0,0.2,0.08
3188.0,3.0,2.0,3.0,2.0,7,2,6,2,2,1. 호텔,가족형,1,제주,674.01,0.1666740849542291,0.0,0.0,0.0,0.599991098054925,0.0,0.2333348169908458,0.0
3193.0,2.0,2.0,2.0,3.0,5,3,3,4,2,1. 호텔,혼자형,1,제주,1560.0,0.25,0.0,0.0,0.0,0.5,0.25,0.0,0.0
3194.0,2.0,2.0,5.0,2.0,5,2,6,3,2,1. 호텔,가족형,1,제주,780.0,0.1,0.0,0.0,0.0,0.7666666666666667,0.1333333333333333,0.0,0.0
3195.0,2.0,2.0,5.0,3.0,6,10,7,3,1,1. 호텔,친구형,1,부산,869.7,0.179372197309417,0.0313901345291479,0.0,0.0,0.2959641255605381,0.2242152466367712,0.2690582959641255,0.0
3196.0,2.0,2.0,2.0,4.0,6,2,6,2,3,1. 호텔,가족형,2,제주,1014.0,0.2115384615384615,0.0192307692307692,0.0,0.0,0.0,0.3846153846153846,0.3846153846153846,0.0
3197.0,2.0,2.0,2.0,1.0,7,1,4,1,1,1. 호텔,가족형,1,부산,248.97,0.1538337952363738,0.0769168976181869,0.0,0.0,0.0,0.4615415511909065,0.3077077559545327,0.0
3198.0,2.0,2.0,3.0,2.0,5,3,6,3,2,1. 호텔,친구형,1,제주,1170.0,0.5,0.0,0.0,0.1666666666666666,0.0,0.3333333333333333,0.0,0.0
3199.0,2.0,1.0,2.0,1.0,4,10,3,1,1,1. 호텔,친구형,1,부산,270.4,0.3846153846153846,0.0384615384615384,0.0,0.0,0.0,0.3846153846153846,0.1923076923076923,0.0
3200.0,2.0,2.0,6.0,3.0,4,9,6,2,1,1. 호텔,가족형,1,부산,374.4,0.1736111111111111,0.0277777777777777,0.0,0.0,0.0,0.1041666666666666,0.6944444444444445,0.0
3201.0,8.0,2.0,2.0,1.0,1,3,6,2,2,5. 민박/펜션,단체형,2,서울,820.4,0.2857142857142857,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0
3202.0,2.0,2.0,2.0,4.0,4,2,6,5,3,7. 친척 또는 친구 집,혼자형,1,부산,3510.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0
3203.0,10.0,1.0,3.0,1.0,1,3,5,2,3,1. 호텔,혼자형,1,제주,1194.43,0.3020185360381102,0.1610726455296668,0.0,0.0,0.0,0.4697973091767621,0.0671115092554607,0.0
3205.0,8.0,2.0,3.0,1.0,1,3,6,1,4,1. 호텔,가족형,3,서울,890.72,0.2631578947368421,0.0592105263157894,0.0,0.0,0.0921052631578947,0.2368421052631579,0.3486842105263157,0.0
3211.0,13.0,2.0,2.0,1.0,6,9,3,1,4,1. 호텔,친구형,1,제주,536.0,0.2624999999999999,0.0,0.125,0.0,0.0,0.2125,0.375,0.025
3214.0,10.0,2.0,2.0,2.0,4,4,6,1,4,1. 호텔,혼자형,1,제주,574.44,0.2666597033632755,0.0666736299700577,0.0666736299700577,0.0,0.0,0.3333333333333332,0.2666597033632755,0.0
3215.0,10.0,1.0,3.0,2.0,2,4,5,2,4,1. 호텔,단체형,1,제주,897.1899999999999,0.121947413591324,0.0,0.0731729065192434,0.0,0.5853721062428249,0.0975601600552837,0.0,0.121947413591324
3216.0,10.0,2.0,3.0,1.0,1,3,3,1,4,1. 호텔,가족형,1,제주,842.49,0.6363636363636364,0.0363683841944711,0.0,0.0,0.0,0.2727272727272727,0.0545407067146197,0.0
3217.0,10.0,2.0,2.0,4.0,8,3,5,1,4,1. 호텔,가족형,2,부산,382.9500000000001,0.3999999999999999,0.0,0.0,0.0,0.0,0.6,0.0,0.0
3218.0,10.0,1.0,2.0,3.0,2,1,6,1,5,4. 게스트하우스/호스텔,혼자형,2,서울,995.69,0.2692303829505167,0.1000010043286565,0.0,0.0,0.0,0.1923088511484498,0.0,0.4384597615723769
3219.0,10.0,2.0,5.0,3.0,5,1,5,3,2,1. 호텔,가족형,1,제주,765.9,0.5,0.2,0.0,0.0,0.0,0.3,0.0,0.0
3220.0,10.0,2.0,4.0,2.0,2,10,6,3,4,1. 호텔,친구형,1,제주,1761.57,0.2608695652173913,0.3478260869565218,0.0,0.0,0.0,0.1304347826086956,0.2608695652173913,0.0
3221.0,10.0,1.0,5.0,3.0,2,3,5,3,3,1. 호텔,가족형,1,제주,957.38,0.3999979109653429,0.2000041780693141,0.0,0.0,0.0,0.3999979109653429,0.0,0.0
3222.0,1.0,1.0,3.0,4.0,4,2,1,5,2,1. 호텔,가족형,1,서울,2084.6,0.1428571428571428,0.0357142857142857,0.0,0.0,0.0,0.1071428571428571,0.7142857142857143,0.0
3223.0,5.0,2.0,2.0,4.0,2,8,6,4,3,1. 호텔,친구형,1,서울,2435.25,0.1570680628272251,0.0261780104712041,0.0,0.3141361256544502,0.2094240837696335,0.1570680628272251,0.1308900523560209,0.0052356020942408
3224.0,1.0,2.0,3.0,4.0,7,10,6,3,3,1. 호텔,친구형,1,서울,1459.2200000000005,0.1530612244897959,0.2346938775510204,0.0,0.0,0.0,0.2040816326530612,0.4081632653061224,0.0
3225.0,18.0,2.0,2.0,1.0,1,2,6,1,3,1. 호텔,친구형,1,서울,461.87,0.2380973001060904,0.0476107995756381,0.0,0.0,0.0,0.4761946002121809,0.2380973001060904,0.0
3226.0,3.0,2.0,4.0,1.0,6,2,3,6,2,1. 호텔,직장형,2,서울,6217.65,0.0,0.0,0.0,0.0,0.1869918699186992,0.0,0.8130081300813009,0.0
3228.0,7.0,1.0,2.0,1.0,5,9,4,3,3,1. 호텔,직장형,1,서울,1525.0,0.0,0.0,0.0,0.0,0.8032786885245902,0.0,0.1967213114754098,0.0
3230.0,4.0,1.0,2.0,1.0,1,9,3,1,5,1. 호텔,가족형,1,서울,1375.0,0.3636363636363636,0.0181818181818181,0.0727272727272727,0.0,0.0,0.3636363636363636,0.1818181818181818,0.0
3231.0,7.0,2.0,3.0,1.0,7,4,7,6,3,1. 호텔,가족형,2,서울,7000.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.7142857142857143,0.0
3233.0,7.0,1.0,2.0,1.0,1,4,1,6,2,1. 호텔,단체형,1,서울,5800.0,0.0,0.0,0.0,0.0,0.1379310344827586,0.0,0.8620689655172413,0.0
3235.0,7.0,1.0,4.0,1.0,1,4,3,3,2,1. 호텔,가족형,2,서울,1000.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0
3240.0,8.0,1.0,4.0,1.0,1,4,6,1,3,4. 게스트하우스/호스텔,가족형,2,서울,232.67,0.2153264279881377,0.0,0.0,0.0,0.0,0.6124124296213521,0.1722611423905101,0.0
3241.0,8.0,2.0,5.0,2.0,2,9,2,1,4,4. 게스트하우스/호스텔,가족형,2,서울,524.51,0.3930144325179691,0.018550647270786,0.0032792511105603,0.0,0.0327543802787363,0.3275056719604964,0.2183371146403309,0.0065585022211206
3243.0,8.0,1.0,3.0,3.0,2,1,6,2,2,1. 호텔,복합형(가족+친구),1,서울,650.0,0.3076923076923077,0.0461538461538461,0.0,0.0,0.0,0.3076923076923077,0.3076923076923077,0.0307692307692307
3245.0,5.0,2.0,1.0,1.0,6,6,2,6,2,5. 민박/펜션,기타형,1,서울,5280.37,0.0572346256038876,0.0,0.0,0.0,0.0,0.0834979366976177,0.8592674376984947,0.0
3246.0,16.0,1.0,5.0,1.0,1,5,3,3,3,1. 호텔,가족형,2,서울,1845.52,0.3355693788200615,0.1342277515280246,0.0201352464346092,0.0,0.0402704928692184,0.3355693788200615,0.1006708136460184,0.0335569378820061
3247.0,13.0,2.0,5.0,4.0,2,2,6,2,2,1. 호텔,가족형,2,서울,547.5,0.182648401826484,0.1780821917808219,0.0,0.0,0.0,0.45662100456621,0.182648401826484,0.0
3251.0,3.0,2.0,3.0,4.0,3,6,2,3,2,1. 호텔,단체형,1,부산,1432.25,0.0,0.0,0.0,0.0,0.5294117647058824,0.0,0.4705882352941176,0.0
3254.0,8.0,1.0,5.0,1.0,7,1,6,3,2,1. 호텔+3. 콘도미니엄/리조트,가족형,2,서울,1447.43,0.1754350814892602,0.0,0.0,0.0,0.5937903732823003,0.1079637702686831,0.1079637702686831,0.0148470046910731
3256.0,12.0,2.0,3.0,4.0,7,9,6,3,2,1. 호텔,가족형,1,서울,1186.43,0.1351365019428032,0.0202708967237848,0.0,0.0,0.0,0.1689185202666824,0.6756740810667295,0.0
3257.0,12.0,2.0,2.0,1.0,1,4,3,2,4,4. 게스트하우스/호스텔,혼자형,2,서울,1050.0,0.1904761904761904,0.0476190476190476,0.2619047619047619,0.0,0.0,0.1904761904761904,0.2857142857142857,0.0238095238095238
3259.0,7.0,1.0,4.0,3.0,4,5,6,1,4,2. 모텔/여관+7. 친척 또는 친구 집,혼자형,2,대구,559.0,0.2307692307692307,0.1538461538461538,0.0,0.1538461538461538,0.0,0.1538461538461538,0.3076923076923077,0.0
3260.0,8.0,2.0,4.0,1.0,1,9,6,1,3,4. 게스트하우스/호스텔,가족형,2,서울,156.26,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
3280.0,16.0,2.0,2.0,2.0,2,9,3,1,5,1. 호텔,가족형,1,서울,541.9100000000001,0.3428613607425587,0.0857153401856396,0.0,0.0,0.0,0.2857116495359008,0.2857116495359008,0.0
3284.0,1.0,2.0,3.0,4.0,6,9,2,2,6,7. 친척 또는 친구 집,혼자형,1,서울,3052.45,0.2439024390243902,0.024390243902439,0.0,0.4878048780487805,0.0,0.0,0.2439024390243902,0.0
3290.0,2.0,2.0,2.0,4.0,7,9,1,6,2,1. 호텔,친구형,1,부산,2581.8,0.3021148036253776,0.0030211480362537,0.0,0.0,0.0,0.0906344410876132,0.6042296072507553,0.0
3295.0,18.0,2.0,2.0,1.0,1,10,2,1,5,1. 호텔,가족형,1,서울,940.25,0.2046796064876362,0.0584738101568731,0.0,0.0,0.0,0.2924009571922361,0.4093592129752725,0.0350864131879819
3297.0,10.0,1.0,1.0,4.0,2,1,5,3,2,1. 호텔,가족형,1,서울,1462.87,0.6980798020329899,0.0174519950508247,0.0087294154641218,0.0,0.0,0.1745199505082474,0.0872599752541237,0.0139588616896921
3299.0,7.0,2.0,2.0,1.0,1,1,6,1,6,1. 호텔,가족형,1,서울,935.24,0.0285702065779906,0.0,0.0,0.0,0.5714255164449766,0.0,0.228572345066507,0.1714319319105256
3301.0,17.0,2.0,4.0,2.0,4,3,3,2,3,1. 호텔,가족형,1,제주,941.91,0.3191493879457698,0.1063795904067267,0.1063795904067267,0.0,0.0,0.2553216337017337,0.212769797539043,0.0
3307.0,13.0,2.0,2.0,1.0,1,10,3,1,2,1. 호텔,가족형,1,서울,112.24,0.2857270135424091,0.0,0.0,0.0,0.0,0.2857270135424091,0.4285459729151817,0.0
3308.0,10.0,2.0,2.0,2.0,6,1,6,1,4,1. 호텔,가족형,2,서울,949.73,0.2016151958977814,0.1653206700851821,0.020163625451444,0.0,0.0,0.2016151958977814,0.4032198624872332,0.0080654501805776
3316.0,2.0,2.0,5.0,4.0,6,1,2,3,1,1. 호텔,친구형,1,서울,748.8,0.2083333333333333,0.0104166666666666,0.0,0.2083333333333333,0.0,0.2604166666666667,0.3125,0.0
3317.0,19.0,1.0,2.0,1.0,1,10,5,2,3,1. 호텔,가족형,2,서울,907.27,0.303029969027963,0.0909100929161109,0.0,0.0,0.0,0.303029969027963,0.303029969027963,0.0
3318.0,18.0,1.0,3.0,4.0,2,10,3,5,2,1. 호텔,친구형,1,서울,2100.44,0.2094227876064063,0.0052369979623317,0.1570718516120432,0.0,0.0418864618841766,0.1570670907048047,0.4188455752128126,0.0104692350174249
3325.0,10.0,2.0,5.0,2.0,6,6,6,3,3,1. 호텔,가족형,2,서울,1761.59,0.1521750237001799,0.1086972564558155,0.0434777672443644,0.0,0.0217417219670865,0.3043443707105512,0.3478221379549158,0.0217417219670865
3326.0,10.0,1.0,2.0,4.0,2,1,6,2,5,1. 호텔,가족형,3,서울,1964.55,0.1949301366725204,0.0097477793896821,0.1949352268967447,0.0,0.0,0.3898602733450408,0.1949301366725204,0.0155964470234913
3327.0,10.0,1.0,4.0,2.0,2,3,5,1,3,1. 호텔,가족형,2,서울,555.29,0.172414414089935,0.137927929550325,0.0,0.0,0.0689729690792198,0.2758558591006501,0.34482882817987,0.0
3331.0,10.0,2.0,3.0,2.0,2,4,4,3,4,1. 호텔+8. 기타,가족형,2,서울,2236.44,0.27397113269303,0.1609611704315787,0.05137182307596,0.0,0.1712319579331437,0.1712319579331437,0.1712319579331437,0.0
3333.0,2.0,2.0,5.0,4.0,7,2,5,2,2,1. 호텔,친구형,2,서울,539.76,0.2167630057803468,0.0245664739884393,0.0722543352601156,0.0,0.0,0.2167630057803468,0.4335260115606936,0.0361271676300578
3337.0,2.0,2.0,3.0,4.0,5,2,5,4,2,1. 호텔,친구형,1,서울,1216.8,0.1923076923076923,0.0256410256410256,0.0,0.0,0.0,0.141025641025641,0.6410256410256411,0.0
3338.0,10.0,2.0,5.0,2.0,2,2,6,2,1,8. 기타,가족형,1,서울,373.39,0.3076943678191702,0.0512868582447307,0.0,0.0,0.0,0.1282037547872198,0.5128150191488792,0.0
3340.0,4.0,2.0,4.0,2.0,2,4,3,3,3,1. 호텔,친구형,1,서울,1350.0,0.3703703703703703,0.074074074074074,0.0,0.0,0.0,0.1851851851851851,0.3703703703703703,0.0
3342.0,11.0,1.0,2.0,1.0,1,5,6,1,6,8. 기타,친구형,1,서울,1435.0,0.4181184668989547,0.0174216027874564,0.0766550522648083,0.0,0.0,0.3484320557491289,0.1393728222996515,0.0
3345.0,13.0,2.0,2.0,1.0,1,3,6,3,4,4. 게스트하우스/호스텔,친구형,2,서울,1455.21,0.1052631578947368,0.4210526315789474,0.0,0.0,0.0,0.3157894736842105,0.1578947368421052,0.0
3350.0,13.0,2.0,5.0,2.0,2,3,6,3,3,1. 호텔,가족형,2,서울,2000.0,0.0625,0.0,0.0,0.0,0.1875,0.125,0.625,0.0
3351.0,11.0,1.0,2.0,1.0,3,6,3,1,4,1. 호텔,혼자형,1,서울,950.0,0.2105263157894736,0.1052631578947368,0.2105263157894736,0.0,0.0,0.1052631578947368,0.2631578947368421,0.1052631578947368
3354.0,10.0,2.0,2.0,3.0,2,3,2,2,2,1. 호텔,가족형,2,서울,561.6600000000001,0.2272727272727272,0.0454545454545454,0.0,0.0,0.0,0.2727272727272727,0.4545454545454545,0.0
3356.0,13.0,2.0,5.0,4.0,3,2,5,5,2,1. 호텔,직장형,3,서울,2190.0,0.0091324200913242,0.0,0.0,0.0,0.5251141552511416,0.0,0.45662100456621,0.0091324200913242
3357.0,4.0,2.0,2.0,1.0,1,9,6,3,3,1. 호텔,혼자형,1,서울,1700.0,0.2941176470588235,0.1176470588235294,0.0,0.0,0.0,0.4705882352941176,0.1176470588235294,0.0
3358.0,13.0,2.0,2.0,1.0,1,3,6,3,2,1. 호텔,직장형,3,서울,1300.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.0,0.1538461538461538,0.0
3359.0,13.0,2.0,2.0,1.0,5,6,6,5,2,1. 호텔,직장형,3,서울,2150.0,0.0,0.4883720930232558,0.0,0.0,0.5116279069767442,0.0,0.0,0.0
