아이디,국가별,성별,연령별,문1. 주요 방한 목적,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1순위,문3-1. 고려한 관광활동_1순위,문3-2. 고려한 관광인프라_1순위,"문10. 1인 1일 지출경비(영향치 결측, 61일 이상 결측, 국제교통비 제외)",문9-3. 총 체재기간_61일 이상 결측,숙박시설_그룹,여행동반자_그룹,방문 지역 수,주요 체재 지역,총 국내 지출경비,총 식비_비율,총 국내 교통비_비율,총 체험/활동비_비율,총 뷰티/의료비_비율,총 여행 서비스비_비율,숙박비_비율,쇼핑비_비율,기타 비용_비율
2165.0,9.0,2.0,1.0,1,1.0,7.0,1.0,6.0,60.8,5.0,4. 게스트하우스/호스텔,가족형,2,서울,303.99,0.25395572222770485,0.031744465278463106,0.0,0.0,0.28570018750616794,0.33017533471495775,0.06348893055692621,0.03493535971578012
2166.0,9.0,2.0,5.0,1,1.0,1.0,2.0,9.0,59.44,6.0,1. 호텔,가족형,1,서울,356.68,0.28036335090277,0.037400471010429516,0.0,0.0,0.0,0.4672815969496467,0.0,0.21495458113715374
2167.0,10.0,2.0,2.0,1,1.0,1.0,4.0,3.0,155.06,9.0,1. 호텔,혼자형,1,서울,1395.5800000000002,0.3203399303515384,0.026698576935754306,0.0016050674271629,0.0,0.0,0.26694994195961536,0.3737299187434615,0.010676564582467504
2169.0,13.0,2.0,2.0,1,1.0,1.0,2.0,6.0,149.17,13.0,4. 게스트하우스/호스텔,친구형,3,서울,1939.2,0.0462046204620462,0.099009900990099,0.009900990099009901,0.0,0.0,0.2145214521452145,0.6303630363036304,0.0
2170.0,9.0,1.0,4.0,1,1.0,1.0,5.0,9.0,200.0,6.0,1. 호텔,단체형,2,서울,1200.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0
2171.0,13.0,2.0,2.0,1,1.0,1.0,10.0,4.0,101.33,12.0,3. 콘도미니엄/리조트+4. 게스트하우스/호스텔,친구형,3,서울,1216.0,0.2631578947368421,0.10526315789473684,0.03684210526315789,0.0,0.0,0.47368421052631576,0.12105263157894736,0.0
2173.0,15.0,2.0,3.0,1,2.0,2.0,1.0,3.0,274.0,5.0,1. 호텔,친구형,1,서울,1370.0,0.43795620437956206,0.014598540145985401,0.0,0.0364963503649635,0.0,0.145985401459854,0.36496350364963503,0.0
2174.0,9.0,1.0,2.0,1,3.0,2.0,1.0,8.0,108.33,3.0,1. 호텔,가족형,1,서울,325.0,0.3076923076923077,0.07692307692307693,0.0,0.0,0.0,0.15384615384615385,0.46153846153846156,0.0
2175.0,9.0,1.0,3.0,1,4.0,2.0,1.0,5.0,206.67,6.0,1. 호텔,가족형,1,서울,1240.0,0.056451612903225805,0.03225806451612903,0.016129032258064516,0.0,0.0,0.08064516129032258,0.8064516129032258,0.008064516129032258
2177.0,5.0,1.0,3.0,1,1.0,1.0,5.0,4.0,114.52,5.0,1. 호텔,친구형,2,서울,572.62,0.35793370821836473,0.03356501693968076,0.13646047989940974,0.0,0.0,0.42504627850930804,0.011194160176032971,0.03580035625720373
2178.0,10.0,2.0,5.0,1,4.0,5.0,2.0,4.0,281.78,11.0,1. 호텔,가족형,2,서울,3099.61,0.19230806456296115,0.12499959672345877,0.0,0.0,0.0,0.48077016140740286,0.19230806456296115,0.009614112743216082
2179.0,16.0,1.0,3.0,1,1.0,6.0,1.0,4.0,102.44,2.0,1. 호텔,혼자형,1,서울,204.88,0.5882467786021085,0.11762983209683718,0.0,0.0,0.01766887934400625,0.276454509957048,0.0,0.0
2182.0,11.0,1.0,3.0,1,1.0,7.0,11.0,2.0,80.95,21.0,1. 호텔,혼자형,2,서울,1700.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2185.0,13.0,2.0,2.0,1,2.0,2.0,2.0,6.0,183.68,10.0,5. 민박/펜션,친구형,1,서울,1836.8,0.20905923344947736,0.017421602787456445,0.03484320557491289,0.0,0.03484320557491289,0.34843205574912894,0.34843205574912894,0.006968641114982579
2189.0,1.0,2.0,2.0,1,1.0,5.0,4.0,10.0,196.33,6.0,4. 게스트하우스/호스텔,친구형,1,서울,1178.0,0.12903225806451613,0.01935483870967742,0.0,0.0,0.0,0.3225806451612903,0.5161290322580645,0.012903225806451613
2197.0,9.0,2.0,2.0,1,2.0,2.0,12.0,4.0,250.0,6.0,1. 호텔,단체형,2,서울,1500.0,0.13333333333333333,0.0,0.0,0.0,0.26666666666666666,0.26666666666666666,0.3333333333333333,0.0
2200.0,8.0,2.0,3.0,1,1.0,7.0,2.0,6.0,91.21,11.0,1. 호텔,단체형,2,서울,1003.34,0.45248868778280543,0.18099547511312217,0.0,0.0,0.0,0.22624434389140272,0.11312217194570136,0.027149321266968323
2201.0,9.0,2.0,2.0,1,1.0,1.0,4.0,6.0,96.99,20.0,1. 호텔,가족형,2,서울,1939.74,0.31840865270603275,0.03581923350552136,0.05970387783929805,0.0,0.039799148339468175,0.3980121047150649,0.1393021745182344,0.00895480837638034
2203.0,8.0,2.0,3.0,1,2.0,2.0,10.0,6.0,173.02,9.0,1. 호텔,단체형,2,서울,1557.22,0.1457725947521866,0.034985422740524776,0.0,0.0,0.0,0.5102040816326531,0.2915451895043732,0.017492711370262388
2204.0,8.0,1.0,3.0,1,2.0,2.0,4.0,3.0,350.0,10.0,1. 호텔,단체형,2,서울,3500.0,0.2857142857142857,0.022857142857142857,0.0,0.0,0.25142857142857145,0.14285714285714285,0.2885714285714286,0.008571428571428572
2212.0,18.0,2.0,2.0,1,3.0,2.0,9.0,6.0,50.68,35.0,4. 게스트하우스/호스텔+8. 기타,혼자형,2,서울,1773.7299999999998,0.09036324581531575,0.12650741657411219,0.030122961217321692,0.0,0.0,0.6024028459799406,0.09036324581531575,0.06024028459799406
2213.0,9.0,2.0,3.0,1,2.0,2.0,1.0,10.0,70.0,7.0,1. 호텔,가족형,2,서울,490.0,0.25510204081632654,0.04081632653061224,0.1326530612244898,0.0,0.015306122448979591,0.30612244897959184,0.20408163265306123,0.04591836734693878
2215.0,13.0,2.0,3.0,1,1.0,1.0,5.0,9.0,188.16,10.0,4. 게스트하우스/호스텔,친구형,1,서울,1881.6,0.17006802721088435,0.034013605442176874,0.0,0.0,0.04081632653061225,0.40816326530612246,0.3401360544217687,0.006802721088435375
2216.0,10.0,1.0,5.0,1,4.0,2.0,2.0,10.0,226.92,11.0,1. 호텔,가족형,5,서울,2496.1,0.14925283442169787,0.25373182164176117,0.0,0.0,0.0,0.37313408917911944,0.2238812547574216,0.0
2218.0,13.0,1.0,2.0,1,1.0,1.0,3.0,8.0,96.51,4.0,1. 호텔,가족형,1,서울,386.02,0.0,0.0,0.0,0.0,0.5999948189212995,0.0,0.4000051810787006,0.0
2229.0,13.0,1.0,4.0,1,1.0,1.0,10.0,9.0,57.6,5.0,4. 게스트하우스/호스텔,혼자형,2,서울,288.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.3333333333333333,0.4444444444444444,0.0
2284.0,2.0,2.0,4.0,1,2.0,5.0,2.0,4.0,587.6,3.0,1. 호텔,친구형,1,서울,1762.8,0.08849557522123894,0.04424778761061947,0.0,0.11061946902654868,0.30973451327433627,0.0,0.4424778761061947,0.004424778761061947
2285.0,2.0,2.0,5.0,1,3.0,3.0,1.0,6.0,263.02,5.0,1. 호텔,혼자형,1,경기,1315.08,0.08303677342823251,0.01779359430604982,0.0,0.0,0.771055753262159,0.0,0.11862396204033215,0.009489916963226572
2286.0,2.0,2.0,2.0,1,1.0,9.0,11.0,2.0,195.0,4.0,1. 호텔,친구형,1,서울,780.0,0.2,0.03,0.0,0.0,0.5700000000000001,0.0,0.2,0.0
2287.0,2.0,1.0,4.0,1,4.0,10.0,2.0,5.0,520.0,3.0,1. 호텔,가족형,1,서울,1560.0,0.075,0.05,0.0,0.0,0.0,0.1,0.75,0.025
2288.0,2.0,1.0,3.0,1,4.0,7.0,8.0,6.0,361.73,4.0,1. 호텔,가족형,1,서울,1446.9,0.08086253369272237,0.013477088948787061,0.43126684636118595,0.0,0.43126684636118595,0.0,0.026954177897574122,0.016172506738544472
2292.0,2.0,2.0,5.0,1,1.0,1.0,2.0,4.0,265.2,4.0,1. 호텔,친구형,1,서울,1060.8,0.08823529411764705,0.014705882352941176,0.0,0.0,0.7352941176470589,0.0,0.14705882352941177,0.014705882352941176
2293.0,2.0,1.0,4.0,1,1.0,1.0,1.0,12.0,192.4,3.0,1. 호텔,친구형,1,서울,577.2,0.27027027027027023,0.08108108108108107,0.0,0.0,0.0,0.29729729729729726,0.08108108108108107,0.27027027027027023
2294.0,2.0,1.0,3.0,1,4.0,4.0,2.0,6.0,273.0,3.0,1. 호텔,친구형,1,서울,819.0,0.23809523809523808,0.09523809523809523,0.0,0.0,0.0,0.38095238095238093,0.2857142857142857,0.0
2297.0,3.0,1.0,5.0,1,1.0,1.0,5.0,6.0,133.96,5.0,1. 호텔,가족형,1,서울,669.81,0.264149534942745,0.07548409250384439,0.018871023125961096,0.0,0.0,0.2515638763231364,0.37734581448470467,0.012585658619608546
2298.0,3.0,1.0,3.0,1,2.0,9.0,1.0,3.0,174.57,5.0,1. 호텔,친구형,1,서울,872.83,0.27027027027027023,0.03088803088803089,0.003861003861003861,0.0,0.0,0.3861003861003861,0.3088803088803089,0.0
2299.0,3.0,1.0,4.0,1,1.0,1.0,2.0,3.0,461.69,5.0,1. 호텔,친구형,1,서울,2308.4500000000003,0.1313868613138686,0.072992700729927,0.0072992700729927005,0.0,0.0,0.1751824817518248,0.583941605839416,0.029197080291970802
2300.0,3.0,2.0,2.0,1,4.0,8.0,10.0,4.0,379.13,4.0,1. 호텔,친구형,1,서울,1516.5,0.26666666666666666,0.06666666666666667,0.0,0.0,0.0,0.3111111111111111,0.3333333333333333,0.022222222222222223
2301.0,2.0,1.0,6.0,1,1.0,7.0,2.0,4.0,429.0,3.0,1. 호텔,친구형,1,서울,1287.0,0.12121212121212122,0.06060606060606061,0.0,0.0,0.5151515151515151,0.0,0.30303030303030304,0.0
2302.0,2.0,1.0,5.0,1,1.0,9.0,10.0,10.0,471.9,3.0,1. 호텔,친구형,1,서울,1415.7,0.13774104683195593,0.027548209366391185,0.0,0.0,0.4958677685950413,0.0,0.3305785123966942,0.008264462809917354
2303.0,3.0,2.0,4.0,1,4.0,4.0,2.0,6.0,315.94,4.0,1. 호텔,가족형,1,서울,1263.75,0.16,0.02666666666666667,0.013333333333333334,0.0,0.0,0.26666666666666666,0.5333333333333333,0.0
2305.0,2.0,2.0,1.0,1,2.0,8.0,2.0,4.0,82.16,5.0,1. 호텔,가족형,1,서울,410.8,0.3164556962025316,0.02531645569620253,0.006329113924050633,0.0,0.0,0.25316455696202533,0.37974683544303794,0.0189873417721519
2306.0,2.0,2.0,1.0,1,2.0,7.0,7.0,4.0,224.25,4.0,1. 호텔,가족형,1,서울,897.0,0.09565217391304348,0.013043478260869565,0.13043478260869565,0.0,0.6521739130434783,0.0,0.08695652173913043,0.021739130434782608
2307.0,15.0,2.0,2.0,1,2.0,7.0,7.0,5.0,111.23,10.0,1. 호텔,친구형,2,서울,1112.28,0.19230769230769232,0.10897435897435899,0.03205128205128205,0.0,0.0,0.32051282051282054,0.32051282051282054,0.02564102564102564
2310.0,2.0,2.0,2.0,1,4.0,7.0,7.0,5.0,177.84,5.0,1. 호텔,혼자형,1,서울,889.2,0.17543859649122806,0.017543859649122806,0.0,0.0,0.0,0.43859649122807015,0.3508771929824561,0.017543859649122806
2311.0,2.0,1.0,2.0,1,2.0,7.0,1.0,5.0,124.8,3.0,1. 호텔,친구형,1,서울,374.4,0.27083333333333337,0.04166666666666667,0.0,0.0,0.0,0.4166666666666667,0.20833333333333334,0.0625
2312.0,2.0,2.0,1.0,1,1.0,7.0,7.0,4.0,70.2,4.0,1. 호텔,친구형,1,서울,280.8,0.2777777777777778,0.1388888888888889,0.0,0.0,0.0,0.3333333333333333,0.1388888888888889,0.1111111111111111
2313.0,2.0,2.0,4.0,1,4.0,7.0,7.0,11.0,292.5,4.0,1. 호텔,친구형,1,서울,1170.0,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.0,0.13333333333333333,0.6666666666666666,0.0
2315.0,2.0,2.0,2.0,1,1.0,9.0,13.0,1.0,292.5,5.0,1. 호텔,친구형,1,서울,1462.5,0.12266666666666667,0.023999999999999997,0.0,0.26666666666666666,0.0,0.32,0.26666666666666666,0.0
2316.0,18.0,2.0,5.0,1,1.0,1.0,4.0,4.0,666.42,5.0,1. 호텔,혼자형,1,서울,3332.08,0.07590754123550456,0.016500204076732854,0.009900722671724569,0.0,0.0,0.23102386497322994,0.6600681856377999,0.006599481405008283
2317.0,2.0,2.0,1.0,1,1.0,10.0,2.0,4.0,314.86,2.0,1. 호텔,가족형,1,서울,629.72,0.07431874483897605,0.012386457473162674,0.0,0.0,0.6606110652353426,0.0,0.2477291494632535,0.00495458298926507
2318.0,2.0,1.0,4.0,1,1.0,8.0,1.0,5.0,390.0,3.0,1. 호텔,단체형,1,서울,1170.0,0.16666666666666666,0.013333333333333332,0.0,0.0,0.0,0.13333333333333333,0.6666666666666666,0.02
2319.0,2.0,1.0,5.0,1,4.0,4.0,1.0,4.0,780.0,3.0,1. 호텔,친구형,1,서울,2340.0,0.1,0.03333333333333333,0.3333333333333333,0.0,0.0,0.2,0.3333333333333333,0.0
2322.0,2.0,2.0,2.0,1,4.0,7.0,2.0,3.0,147.13,4.0,1. 호텔,가족형,1,서울,588.51,0.15241882041086813,0.019880715705765408,0.0,0.0,0.0,0.15904572564612326,0.6626905235255136,0.005964214711729622
2325.0,2.0,2.0,5.0,1,4.0,8.0,2.0,5.0,274.3,3.0,1. 호텔,친구형,1,서울,822.9,0.20853080568720378,0.10426540284360189,0.0,0.0,0.0,0.18957345971563982,0.47393364928909953,0.023696682464454978
2327.0,4.0,1.0,4.0,1,1.0,1.0,1.0,6.0,177.5,4.0,1. 호텔,가족형,1,서울,710.0,0.2112676056338028,0.1056338028169014,0.04929577464788732,0.0,0.0,0.352112676056338,0.28169014084507044,0.0
2330.0,8.0,1.0,3.0,1,1.0,1.0,11.0,6.0,97.67,6.0,1. 호텔,가족형,1,서울,586.0,0.4,0.1,0.0,0.0,0.0,0.4,0.1,0.0
2334.0,8.0,2.0,4.0,1,4.0,8.0,1.0,3.0,253.93,6.0,1. 호텔,복합형(가족+친구),1,서울,1523.6,0.2307692307692308,0.15384615384615385,0.0,0.0,0.0,0.2307692307692308,0.38461538461538464,0.0
2339.0,19.0,1.0,2.0,1,1.0,1.0,11.0,6.0,172.45,11.0,1. 호텔,친구형,1,서울,1896.98,0.3478265453510316,0.07246254573058229,0.0,0.0,0.0,0.40579763624287024,0.17391327267551582,0.0
2340.0,19.0,2.0,2.0,1,1.0,8.0,11.0,3.0,93.47,12.0,8. 기타,가족형,1,서울,1121.7,0.29411607381652843,0.029410715877685657,0.12254613533030222,0.0,0.0,0.3921547650887046,0.1470624944281002,0.01470981545867879
2341.0,8.0,2.0,3.0,1,1.0,7.0,5.0,4.0,164.08,7.0,1. 호텔,단체형,3,서울,1148.5600000000002,0.3061224489795918,0.04081632653061224,0.04081632653061224,0.0,0.08163265306122448,0.4081632653061224,0.1020408163265306,0.02040816326530612
2342.0,8.0,2.0,3.0,1,1.0,7.0,7.0,6.0,234.4,7.0,1. 호텔,단체형,2,서울,1640.8000000000002,0.14285714285714285,0.0,0.0,0.0,0.7142857142857142,0.0,0.14285714285714285,0.0
2345.0,8.0,2.0,1.0,1,4.0,2.0,1.0,9.0,146.89,5.0,1. 호텔,가족형,1,서울,734.45,0.10637892300360813,0.03191503846415685,0.0,0.0,0.0,0.21277146163796037,0.6383007692831371,0.010633807611137585
2347.0,8.0,1.0,2.0,1,1.0,7.0,12.0,9.0,170.64,5.0,4. 게스트하우스/호스텔,복합형(가족+친구),2,서울,853.22,0.13736199338974708,0.03846604627177047,0.054944797355898835,0.0,0.0,0.32966878413539297,0.41208598016924125,0.027472398677949417
2357.0,8.0,1.0,4.0,1,2.0,2.0,4.0,6.0,128.92,8.0,1. 호텔,가족형,2,서울,1031.3600000000001,0.22727272727272724,0.0757543437790878,0.0,0.0,0.0,0.37879111076636673,0.30302707105181503,0.015154747130003102
2358.0,97.0,2.0,3.0,1,1.0,8.0,11.0,9.0,130.13,9.0,1. 호텔,가족형,1,서울,1171.2,0.37558913934426225,0.06103142076502732,0.0,0.0,0.0,0.5164275956284153,0.0,0.04695184426229508
2359.0,8.0,1.0,3.0,1,2.0,2.0,5.0,2.0,113.1,2.0,1. 호텔,가족형,1,서울,226.2,0.5181255526083113,0.17099911582670205,0.0,0.0,0.0,0.3108753315649867,0.0,0.0
2360.0,1.0,2.0,2.0,1,2.0,6.0,2.0,2.0,421.39,5.0,1. 호텔,혼자형,1,서울,2106.9399999999996,0.08480545245711793,0.028268484152372642,0.0,0.0,0.0,0.176678025952329,0.706712103809316,0.00353593362886461
2361.0,3.0,2.0,5.0,1,2.0,8.0,2.0,3.0,643.67,5.0,1. 호텔,단체형,3,서울,3218.35,0.041884816753926704,0.0,0.0,0.0,0.3298429319371728,0.0,0.6282722513089005,0.0
2362.0,3.0,1.0,1.0,1,1.0,7.0,2.0,3.0,196.81,5.0,1. 호텔,가족형,2,서울,984.04,0.06849315068493152,0.0,0.006849315068493151,0.0,0.9075342465753424,0.0,0.01712328767123288,0.0
2363.0,5.0,2.0,4.0,1,2.0,4.0,11.0,4.0,140.25,6.0,1. 호텔,단체형,1,서울,841.5,0.30303030303030304,0.24242424242424243,0.0,0.0,0.0,0.22727272727272727,0.22727272727272727,0.0
2364.0,3.0,1.0,5.0,1,2.0,8.0,3.0,3.0,529.09,5.0,1. 호텔,단체형,2,서울,2645.45,0.15286624203821655,0.0,0.0,0.0,0.46496815286624205,0.0,0.3821656050955414,0.0
2365.0,97.0,1.0,2.0,1,1.0,1.0,1.0,4.0,108.14,3.0,1. 호텔,가족형,1,서울,324.41,0.16950772171018155,0.06778459356986528,0.0,0.0,0.0,0.677969236460035,0.0,0.084738448259918
2366.0,11.0,1.0,2.0,1,1.0,1.0,10.0,8.0,222.22,9.0,7. 친척 또는 친구 집,혼자형,1,광주,2000.0,0.75,0.05,0.0,0.0,0.0,0.1,0.1,0.0
2367.0,3.0,2.0,3.0,1,1.0,9.0,2.0,6.0,147.05,11.0,1. 호텔,가족형,1,서울,1617.6000000000001,0.20833333333333331,0.041666666666666664,0.0,0.0,0.0,0.20833333333333331,0.5208333333333333,0.020833333333333332
2369.0,9.0,2.0,2.0,1,2.0,9.0,5.0,3.0,242.74,13.0,1. 호텔,혼자형,3,서울,3155.6,0.11661807580174928,0.07580174927113703,0.05830903790087464,0.09329446064139942,0.0,0.3498542274052478,0.2915451895043732,0.01457725947521866
2371.0,9.0,1.0,3.0,1,2.0,9.0,3.0,5.0,110.4,5.0,1. 호텔,가족형,1,서울,552.0,0.3333333333333333,0.06666666666666667,0.0,0.0,0.0,0.25,0.3333333333333333,0.016666666666666666
2372.0,5.0,1.0,2.0,1,2.0,8.0,11.0,2.0,149.81,8.0,1. 호텔+2. 모텔/여관,친구형,2,서울,1198.5,0.26595744680851063,0.031914893617021274,0.2127659574468085,0.0,0.05319148936170213,0.3191489361702128,0.10638297872340426,0.010638297872340425
2374.0,9.0,2.0,3.0,1,1.0,1.0,4.0,5.0,142.0,5.0,7. 친척 또는 친구 집,가족형,2,서울,710.0,0.2112676056338028,0.04929577464788732,0.0,0.0,0.0,0.0,0.704225352112676,0.035211267605633804
2375.0,3.0,1.0,2.0,1,1.0,7.0,1.0,6.0,134.24,6.0,1. 호텔,가족형,2,서울,805.4300000000001,0.3138075313807531,0.02510460251046025,0.0,0.0,0.12552301255230125,0.3138075313807531,0.20920502092050208,0.012552301255230124
2376.0,19.0,1.0,5.0,1,4.0,2.0,12.0,3.0,414.22,3.0,1. 호텔,혼자형,1,서울,1242.6599999999999,0.08849564643587145,0.026547889205414198,0.0,0.0,0.0,0.1769912928717429,0.7079651714869716,0.0
2377.0,97.0,2.0,2.0,1,2.0,2.0,10.0,10.0,167.45,11.0,1. 호텔,혼자형,4,서울,1842.0000000000002,0.23880564603691637,0.05970141150922909,0.0,0.0,0.026867535287730726,0.4179098805646036,0.23880564603691637,0.01790988056460369
2378.0,9.0,2.0,6.0,1,2.0,4.0,1.0,5.0,202.14,7.0,1. 호텔,가족형,1,서울,1415.0,0.17667844522968199,0.0706713780918728,0.0706713780918728,0.0,0.0,0.31802120141342755,0.35335689045936397,0.01060070671378092
2379.0,5.0,2.0,2.0,1,4.0,4.0,4.0,3.0,153.0,7.0,1. 호텔,친구형,1,서울,1071.0,0.23809523809523808,0.023809523809523808,0.07142857142857142,0.0,0.0,0.35714285714285715,0.2976190476190476,0.011904761904761904
2380.0,19.0,2.0,2.0,1,1.0,1.0,6.0,3.0,92.1,8.0,4. 게스트하우스/호스텔,혼자형,1,서울,736.8,0.2985070575461455,0.059704125950054296,0.14925352877307274,0.0,0.0,0.2985070575461455,0.14925352877307274,0.044774701411509236
2382.0,97.0,1.0,6.0,1,2.0,2.0,3.0,8.0,98.97,2.0,1. 호텔,가족형,1,서울,197.95,0.1666582470320788,0.27779742359181614,0.0,0.0,0.0,0.5555443293761051,0.0,0.0
2383.0,4.0,2.0,6.0,1,1.0,5.0,1.0,6.0,125.5,5.0,1. 호텔,가족형,3,서울,627.5,0.2788844621513944,0.02390438247011952,0.0,0.0,0.0796812749003984,0.398406374501992,0.199203187250996,0.0199203187250996
2386.0,10.0,2.0,2.0,1,1.0,1.0,3.0,6.0,105.95,6.0,4. 게스트하우스/호스텔,가족형,3,서울,635.7,0.24096271826333177,0.012049708982224318,0.0,0.0,0.0,0.24096271826333177,0.48192543652666353,0.024099417964448637
2390.0,4.0,2.0,3.0,1,1.0,3.0,1.0,3.0,161.0,4.0,1. 호텔,가족형,1,서울,644.0,0.18633540372670807,0.40372670807453415,0.0,0.0,0.0,0.2484472049689441,0.15527950310559005,0.006211180124223602
2391.0,13.0,2.0,2.0,1,2.0,7.0,7.0,5.0,128.75,8.0,1. 호텔,혼자형,1,서울,1030.0,0.24271844660194175,0.04854368932038835,0.0,0.0,0.0,0.1941747572815534,0.4854368932038835,0.02912621359223301
2392.0,15.0,2.0,2.0,1,1.0,1.0,11.0,6.0,72.09,9.0,1. 호텔,친구형,1,서울,648.8299999999999,0.2197802197802198,0.08791208791208792,0.0,0.0,0.0,0.5494505494505495,0.1098901098901099,0.032967032967032975
2393.0,15.0,2.0,3.0,1,2.0,4.0,12.0,9.0,123.59,9.0,1. 호텔,친구형,1,서울,1112.29,0.455124113315772,0.03205998435659765,0.0,0.0,0.0,0.320509938954769,0.1923059633728614,0.0
2402.0,97.0,1.0,4.0,1,1.0,1.0,1.0,6.0,204.76,6.0,1. 호텔,가족형,2,서울,1228.58,0.5813947809666444,0.058140292044474115,0.058140292044474115,0.0,0.0,0.18604405085545916,0.11628058408894823,0.0
2403.0,10.0,1.0,4.0,1,2.0,2.0,2.0,5.0,181.9,6.0,1. 호텔,가족형,2,서울,1091.4199999999998,0.17544116838613918,0.01754594931373807,0.0,0.0,0.05964706529108868,0.21052390463799459,0.5263143427827968,0.010527569588242842
2406.0,13.0,2.0,3.0,1,4.0,2.0,7.0,5.0,128.26,13.0,4. 게스트하우스/호스텔,혼자형,1,서울,1667.41,0.24038478838438054,0.06249812583587719,0.07211783544539135,0.0,0.0,0.4807695767687611,0.14422967356558974,0.0
2407.0,10.0,2.0,3.0,1,4.0,2.0,1.0,5.0,172.33,6.0,1. 호텔,가족형,1,서울,1033.98,0.3703649973887309,0.03704133542234859,0.0,0.0,0.0,0.3703649973887309,0.18518733437784096,0.03704133542234859
2410.0,4.0,1.0,2.0,1,1.0,1.0,6.0,6.0,69.17,6.0,4. 게스트하우스/호스텔,혼자형,1,서울,415.0,0.6024096385542169,0.04819277108433735,0.0963855421686747,0.0,0.0,0.1927710843373494,0.0,0.060240963855421686
2413.0,10.0,1.0,3.0,1,1.0,1.0,2.0,12.0,92.46,7.0,1. 호텔,가족형,2,서울,647.2,0.17751854140914708,0.023671199011124845,0.08875154511742891,0.0,0.0,0.532540173053152,0.17751854140914708,0.0
2416.0,10.0,1.0,2.0,1,1.0,1.0,1.0,3.0,209.71,6.0,1. 호텔,단체형,1,서울,1258.2500000000002,0.17391615338764155,0.04347307768726405,0.0,0.0,0.0,0.26087025630836475,0.4347864096960063,0.08695410292072321
2420.0,6.0,2.0,3.0,1,4.0,8.0,1.0,6.0,233.33,6.0,1. 호텔,친구형,1,서울,1400.0,0.2857142857142857,0.03571428571428571,0.0,0.0,0.0,0.17857142857142858,0.5,0.0
2421.0,6.0,1.0,3.0,1,2.0,2.0,1.0,3.0,380.0,5.0,1. 호텔,복합형(가족+친구),1,서울,1900.0,0.3157894736842105,0.05263157894736842,0.0,0.0,0.0,0.5263157894736842,0.10526315789473684,0.0
2424.0,97.0,2.0,2.0,1,1.0,1.0,5.0,3.0,53.67,15.0,1. 호텔,가족형,1,서울,805.0,0.15527950310559005,0.09316770186335403,0.062111801242236024,0.0,0.0,0.4658385093167702,0.21739130434782608,0.006211180124223602
2427.0,10.0,1.0,4.0,1,1.0,3.0,11.0,11.0,137.86,5.0,1. 호텔,가족형,2,서울,689.32,0.5111124006267045,0.17776939592642024,0.0,0.0,0.0,0.26666860094005684,0.044449602506818314,0.0
2429.0,97.0,2.0,3.0,1,1.0,7.0,4.0,3.0,55.71,28.0,8. 기타,친구형,4,경기,1560.0,0.19230769230769232,0.2564102564102564,0.019230769230769232,0.0,0.0,0.19230769230769232,0.32051282051282054,0.019230769230769232
2432.0,4.0,2.0,2.0,1,1.0,1.0,1.0,1.0,54.29,7.0,1. 호텔,가족형,2,서울,380.0,0.39473684210526316,0.05263157894736842,0.07894736842105263,0.0,0.0,0.39473684210526316,0.0,0.07894736842105263
2433.0,1.0,2.0,6.0,1,4.0,7.0,1.0,3.0,242.49,7.0,1. 호텔,가족형,1,서울,1697.47,0.24122959463201119,0.057020153522595395,0.0,0.0,0.0,0.526312688884045,0.17543756296134835,0.0
2436.0,15.0,1.0,2.0,1,2.0,8.0,1.0,6.0,295.56,9.0,1. 호텔,가족형,2,서울,2660.0,0.37593984962406013,0.06578947368421052,0.0018796992481203006,0.0,0.0,0.5263157894736842,0.018796992481203006,0.011278195488721804
2437.0,15.0,2.0,2.0,1,2.0,2.0,2.0,4.0,87.7,10.0,1. 호텔+8. 기타,친구형,2,서울,876.9899999999999,0.0,0.10569105691056911,0.02439024390243903,0.0,0.0,0.40650406504065045,0.40650406504065045,0.05691056910569106
2440.0,15.0,2.0,2.0,1,1.0,1.0,10.0,5.0,104.81,16.0,1. 호텔,혼자형,3,서울,1676.98,0.17006762155780034,0.1062922634736252,0.017859485503703084,0.0,0.02551014323367005,0.5952366754523012,0.08503381077890017,0.0
2442.0,15.0,2.0,3.0,1,1.0,1.0,12.0,9.0,176.6,13.0,1. 호텔,친구형,3,서울,2295.86,0.3105590062111801,0.14596273291925466,0.06211180124223602,0.0,0.0,0.3105590062111801,0.15527950310559005,0.015527950310559004
2444.0,15.0,2.0,4.0,1,1.0,7.0,6.0,12.0,178.67,17.0,1. 호텔,혼자형,3,서울,3037.3799999999997,0.11737089201877936,0.1643192488262911,0.01643192488262911,0.0,0.05868544600938968,0.5164319248826291,0.11737089201877936,0.009389671361502348
2451.0,9.0,2.0,3.0,1,1.0,8.0,1.0,3.0,243.77,8.0,1. 호텔,혼자형,2,서울,1950.1299999999997,0.28305805254008715,0.04063831641993099,0.11490516016880926,0.0,0.056611610508017426,0.3019285893760929,0.18870536836005808,0.014152902627004357
